name,region,distance_km,elevation_gain_m,difficulty,duration_min,days,description,route_number,url
Aroser-Weisshorn-Weg,Arosa (Mittelstation) Weisshorn → Arosa,10.0,700.0,Bergwanderweg | technical: medium | fitness: medium,225,1,"Diese Wanderung über den höchsten Ausflugsberg von Arosa bietet einen Überblick über das gesamte Wander- und Skigebiet. Ausgangspunkt ist die Mittelstation der Luftseilbahn Arosa-Weisshorn. Von hier führt der Pfad durch eine Wiesen- und Mooslandschaft stetig bergauf, mit weitreichenden Ausblicken ins Tal Schanfigg. Der letzte Stich zum Gipfel ab der Sattelhütte (im Sommer unbewirtschaftet) führt überwiegend durch gerölliges Gelände. Auf dem Weisshorn erwartet Sie ein 360° Bergpanorama und das Gipfelrestaurant mit der höchsten Kleinbäckerei Europas. Mit ähnlichem Charakter folgt ein steiler Abstieg bis zur bewirtschafteten Carmennahütte. Über Wiesen führt der Weg zurück ins Tal, vorbei am Ausflugsrestaurant Alpenblick nach Innerarosa. Hier lohnt ein Abstecher zum Bergkirchli (Öffnungszeiten beachten) genauso wie ein Besuch des Heimatmuseums Arosa-Schanfigg (Öffnungszeiten beachten).",766,https://www.schweizmobil.ch/de/wanderland/route-766
Schiesshorn-Weg,Arosa (Rundweg),14.0,1000.0,Bergwanderweg | technical: medium | fitness: difficult,320,1,"Die Umrundung von einem der schönsten Hausberge Arosa's bietet Herausforderung und Genuss zugleich. Vom Dorf aus geht es zunächst bergab, vorbei am Untersee, zum Ausgangspunkt an der ARA. Nach dem ersten Naturerlebnis vorbei an den Altein Wasserfällen wird die Kondition mit dem steilen Aufstieg zum Alteinsee gefordert. Im Alpplateau der Strelakette gelegen, ist der See ein idealer Rastplatz mit Blick auf das Schiesshorn. Weiter bergauf bis zur Schiesshorn Furgga scheint der Gipfel in greifbarer Nähe. Zurück in Richtung Tal führt der Wanderweg entlang des Furggatobels über weitläufige Alpwiesen ins Tal, bis er im märchenhaften Wald verschwindet. Hinab über die Isel, eine grosse Lichtung mit Grillstelle überquerend, gelangt man zum Ausgangspunkt zurück.",767,https://www.schweizmobil.ch/de/wanderland/route-767
Arosa-Ochsenalp Rundtour,"Arosa, Bahnhof (Rundweg)",15.0,620.0,Bergwanderweg | technical: medium | fitness: medium,265,1,"Ausgangspunkt von dieser vierstündigen Wanderung ist der Bahnhof Arosa. Den Einstieg zur Tour ist bei der Talstation der Luftseilbahn Arosa-Weisshorn gekennzeichnet. Das erste Teilstück führt zur Mittelstation der Weisshornbahn. Nach knapp 1.5 km erreicht man die Waldgrenze, und das alpine Panorama weitet sich aus. Entlang der hügeligen Landschaft führt der Weg mit fantastischer Aussicht zum höchsten Punkt der Tour, dem Hauptichopf. Nach einer weiteren interessanten und aussichtsreichen Etappe über die Scheidegg wandert man zur Ochsenalp hinunter. Nach einer Stärkung in der gemütlichen Alpwirtschaft gelangt man über den Rot Tritt zur Prätschalp. Weiter führt der Weg zwischen dem Ober und Unter Prätschsee, oberhalb des Golfplatzes vorbei an der Sennerei Maran zum letzten Höhepunkt der Rundtour: dem Eichhörnliweg. Von hier geht es wieder zurück zum Bahnhof. Der Abschnitt Eichhörnliweg erfreut sich besonders bei Familien grosser Beliebtheit. Entlang der Tour finden sich auch einige gut unterhaltene Feuerstellen.",768,https://www.schweizmobil.ch/de/wanderland/route-768
Senda Leg Columban,Bivio (Rundweg),15.0,1100.0,Bergwanderweg | technical: medium | fitness: difficult,335,1,"Bivio – ein Dorf mit viel Geschichte. Es liegt am Fusse der beiden Alpenpässe Julier und Septimer und ist die einzige italienischsprachige Ortschaft nördlich der Alpenwasserscheide. Historische Wege führen durch das höchstgelegene Dorf des Surses. Schon die Römer transportierten hier ihre Waren. In Bivio startet die schöne Tour in Richtung Valletta da Beiva. Man sollte sich noch vor dem Start mit Proviant eindecken, denn unterwegs gibt es keine Einkehrmöglichkeiten. Bergauf und immer dem Bach entlang folgt nach knapp sechs Kilometern der Leg Columban, nach dem die Route benannt ist. Eine erste Verschnaufpause am Bergsee lohnt sich. Der Anstieg geht danach weiter über die Fuorcla da la Valletta. Es öffnet sich der Blick hinunter ins Avers und nach Juf, die höchstgelegene, ganzjährig bewohnte Siedlung Europas. Nochmals ein Stück bergauf bis zum Gipfel „Uf da Flüe“ und der höchste Punkt der Tour ist erreicht. Herrlich ist die Aussicht in die umliegenden Täler. Das Klima und die Rauheit der hochalpinen Zone sind auf über 2500 Metern deutlich spürbar. Der Weg führt hier mehrheitlich über Felsen und felsdurchsetztes Gelände. Jetzt geht es dann nur noch bergab: Vorbei an weiteren kleinen Bergseen wird auf dem „Steinmännliweg“ bis zum Stallerberg gewandert. Dies ist ein Saumweg, welcher das Juf im Averstal mit Bivio im Val Surses verbindet. Der Abstieg erfolgt über einen gut begehbaren Pfad mit groben Steinen. Je weiter unten im Tal, desto weniger technisch ist er. Die Wanderung, die auch in die andere Richtung gemacht werden kann und sich wunderbar als Trailrunning-Strecke eignet, endet erneut in Bivio.",780,https://www.schweizmobil.ch/de/wanderland/route-780
Silvretta Gletscherlehrpfad,Klosters (Sardasca) (Rundweg),12.0,1100.0,Bergwanderweg | technical: medium | fitness: difficult,310,1,"Die Wanderung beginnt auf der Alp Sardasca. Diese erreicht man entweder mit dem Rufbus (Fahrplan siehe unten) oder zu Fuss. Wer den Weg zu Fuss in Angriff nimmt, startet beim Parkplatz Monbiel. Der Bergwanderweg führt via Schwendi, Pardenn und durch den Spärrer Wald. Im Talabschluss folgt die Wanderung dem Verstanclabach, welcher dem gleichnamigen Gletscher entspringt. Der Gebirgsbach windet sich durch das Tal und formt eine schöne, von offenen Wäldern flankierte Schwemmebene. In rund zwei Stunden erreicht man die Alp Sardasca. Bei der Alp angekommen, geniesst man den Blick zurück über das offene Gletschertal. Von hier schlängelt sich die Route dem Hang entlang. Die beiden Gipfel von Birchenzughöreli und Medjikopf kommen immer näher. Zwischen den beiden liegt die Silvretta Hütte. Dahinter reihen sich die imposanten Gipfel von Rotflue, Silvrettahorn, Egghorn und Signalhorn aneinander und bilden ein eindrucksvolles Panorama. Der Gletscherlehrpfad beginnt direkt bei der Hütte und bietet spannende Einblicke in die Entstehung der Gletscher, den Alpinismus und die Flora und Fauna dieses Gebietes. Der Lehrpfad wird von 15 Informationstafeln begleitet. Auf beeindruckende Weise zeigen sich hier die Auswirkungen der Klimaerwärmung, welche in den letzten Jahren ihre Spuren hinterlassen haben. Seit seinem Höchststand um 1860 während der kleinen Eiszeit hat sich der Silvrettagletscher um mehr als einen Kilometer zurückgezogen. In der vom Gletscher hinterlassenen Moränenlandschaft sind viele kleine Seen entstanden. Die drei kleinen Badeseen bieten eine Abkühlung unterwegs. Auf 2500 Metern Höhe, dem Höhepunkt der Wanderung, lädt der imposante Anblick des Silvrettagletschers zum Staunen ein. Der höchste Punkt des Gletschers, der Silvrettapass, bildet die Wasserscheide zwischen Rhein und Donau. Bei der Silvretta Hütte endet der Gletscherlehrpfad und es geht auf dem Hüttenweg zurück zur Alp Sardasca.",787,https://www.schweizmobil.ch/de/wanderland/route-787
Jöriseen Rundweg,Davos (Wägerhus) (Rundweg),11.0,900.0,Bergwanderweg | technical: medium | fitness: difficult,265,1,Die Wanderung beginnt bei der Postauto-Haltestelle «Wägerhus». Von hier aus führt der Weg in nordöstliche Richtung über Weiden und Geröll den Hang hinauf bis zur Winterlücke. Von hier aus geniessen Wanderer eine einzigartige Aussicht auf die Jöriseen und den Jörigletscher. Dahinter erstrecken sich die Spitzen des Silvrettamassivs und des Piz Linards. Der grösste der Jöriseen ist milchig grün und wird unterirdisch vom Schmelzwasser des Jörigletschers gespeist. Sein Abfluss stürzt als Jöribach ins Jörital und nach Vereina. Tiefblau und klar bis auf den Grund ist das Wasser der anderen Seen. Zurück zum Ausgangspunkt gelangt man entlang des linken Gletscherrandes und zwischen den hellgrünen Jöriseen hindurch. Ein schönes Fotomotiv. Von den Seen geht es hinauf auf die Jöriflüelafurgga und von dort wieder talwärts zum Wägerhus.,788,https://www.schweizmobil.ch/de/wanderland/route-788
Alter Zügenweg,Glaris (Station) → Wiesen (Station),12.0,400.0,Bergwanderweg | technical: medium | fitness: medium,210,1,"Von Davos Glaris steigt der Weg leicht an und führt auf der Anhöhe der rechten Talseite in Richtung Zügenschlucht. Zunächst auf einer Forststrasse wird der Weg bald schmaler und taucht in den Wald ein. Der mittlere Abschnitt durch den Wald über Höheggen bis zum Steigwald bietet eine abwechslungsreiche Aussicht auf die umliegenden Berge und hinunter in die imposante Zügenschlucht. Die drei Kilometer lange Schlucht zwischen Davos Wiesen und Monstein wurde über Jahrhunderte durch den Fluss Landwasser geformt, der eine markante Felslandschaft schuf. Der Weg durch die unzugängliche Schlucht wurde für die Davoser schon früh zu einer wichtigen Handelsverbindung. In den Jahren 1477–1848 wurden die Erzeugnisse des Davoser Silberbergwerkes über den alten Zügenweg transportiert. 1870 wurde mit dem Bau der alten Zügenstrasse begonnen, die bis heute als Kunstwerk des Strassenbaus gilt. Auf der gegenüberliegenden Hangseite entdeckt man das Dorf Monstein, ein malerisches, auf einer Sonnenterrasse gelegenes Walserdorf, welches die höchste Bierbrauerei Europas beherbergt. Während die Bahnlinie sich noch ab und zu am Gegenhang zeigt, ist von der Kantonsstrasse nichts mehr zu hören. Durch den Wald schlängelt sich der Wanderweg durch die vielen steilen Tobel abwärts in das sonnenverwöhnte Terrassendorf Davos Wiesen. Wenig später erreicht man den kleinen Bahnhof, von wo man mit der Rhätischen Bahn rasch und bequem zurück nach Davos gelangt. Ein kurzer Abstecher auf das Wiesner Viadukt, die zweithöchste Brücke im Netz der Rhätischen Bahn, lohnt sich und bietet eine weitere Perspektive auf die Zügenschlucht.",789,https://www.schweizmobil.ch/de/wanderland/route-789
Alpenweg Davos,Davos (Stn Höhenweg) → Glaris (Station),23.0,880.0,Bergwanderweg | technical: medium | fitness: difficult,420,1,"Ausgangspunkt der Wanderung ist die Station Höhenweg, die bequem mit der Parsennbahn erreicht werden kann. Danach führt der Weg zur Büschalp, die ihren Namen von ihrem ehemaligen Besitzer, einem Angehörigen der Familie Büsch erhalten hat. Der Name bedeutet «struppiges Tännchen». Die nächste Alp ist die Schatzalp, wo im Alpinum Schatzalp über 1'300 Pflanzenarten aus der ganzen Welt bewundert werden können. Das ehemalige Sanatorium wird seit nunmehr 50 Jahren als Hotel geführt. Der Bestsellerautor, Thomas Mann, liess sich an diesem Ort zu seinem Buch «Der Zauberberg» inspirieren. Der Weg führt weiter zur Podestatenalp. Diese Alp gehörte seinerzeit einem «podesta», einem Landvogt, was dem heutigen Gemeindepräsidenten gleichkommt. Dann geht's über verschiedene Kleinalpen unter anderem an der Stafelalp vorbei, wo E.L. Kirchner sich in den Sommermonaten 1917/18 aufhielt. Der Weg führt an urchigen Walserhöfen über Weiden und Wiesen vorbei bis schlussendlich der Abstieg nach Glaris ansteht.",791,https://www.schweizmobil.ch/de/wanderland/route-791
Flüela-Schwarzhorn-Weg,Flüelapass (Abzweigung Flüela Schwarzhorn) (Rundweg),8.0,820.0,Bergwanderweg | technical: medium | fitness: medium,220,1,Bei der Bushaltestelle (Abzweigung Flüela Schwarzhorn) laufen Sie Richtung Schwarzhornfurgga vorbei am Schwarzchopf. Auf 2500 m ü. M auf dem Sommerweg entspringt eine Quelle mit bestem Davoser Trinkwasser. Frischer geht's nicht! Weiter geht es auf die Schwarzhornfurgga auf 2883 m ü. M. Von hier hat man eine herrliche Aussicht auf das Dischmatal. Dieses Tal ist mit ca. 12 km das längste der Davoser Seitentäler und ein bezauberndes Ausflugsziel. Von der Schwarzhornfurgga geht es in engen Kehren auf den Gipfel. Der Sonnenaufgang und die Abenddämmerung machen diese Wanderung zu einem einmaligen Erlebnis! Für den Abstieg dient derselbe Weg.,792,https://www.schweizmobil.ch/de/wanderland/route-792
Via Panoramica Val Bregaglia,Casaccia → Soglio,15.0,600.0,Bergwanderweg | technical: medium | fitness: difficult,270,1,"Ein klarer Herbstmorgen, kurz nach Casaccia, die Umgebung ist ein Gemälde: Das Goldgelb und Dunkelgrün der Nadelbäume kontrastiert mit dem Tiefblau des Himmels. Vor uns liegt der Via Panoramico Val Bregaglia, eine fantastische Höhenwanderung durch eines der abgeschiedensten Täler der Schweiz. Bald schon wird klar, dass man auf historischen Pfaden wandelt. Anfänglich vermögen einem die unübersehbaren Stempel der Zivilisation noch abzulenken: die Passstrasse, die gewaltige Talsperre des Albigna-Stausees, die Hochspannungsleitungen, die sich wie Silberfäden durchs Tal hangeln. Dann aber taucht man ein in die Stille der ausgedehnten Mischwälder. Der Pfad erklimmt die sonnige Südflanke des Tales, wird zum Höhenweg. Die Alp Durbegia in der Streckenmitte lädt einen mit ihrer friedlichen Abgelegenheit und dem betörenden Panorama zu einer Pause ein. Gegenüber ragen massive Granitzacken in den Himmel: Die Gipfel der Sciora-Gruppe und des Piz Badile - ständige Begleiter auf dem Höhenweg - verbreiten einen Hauch Ewigkeit. Massiv sind auch die Granitplatten, die den Weg pflastern, Wasserläufe überbrücken oder in kunstvoll angelegten Treppen talwärts führen. Die Silhouetten der Steindächer von Soglio zeichnen sich in der Abendsonne ab. Der Zielort ist ein museales Dorf mit einem geschichtsträchtigen Hotel-Palazzo und exquisiten Kastanien-Spezialitäten, oder wie schon der Maler Segantini sagte: die Schwelle zum Paradies.",796,https://www.schweizmobil.ch/de/wanderland/route-796
A la riva dal Rom,"Tschierv, Süsom Tschierv → Müstair, Kloster",14.0,110.0,Bergwanderweg | technical: medium | fitness: medium,210,1,"Der Wanderweg «A la riva dal Rom» beginnt an der Quelle des Rombachs in Süsom-Tschierv und endet in Müstair, östlichster Ort der Schweiz. Er folgt dabei stets dem Rombach, der unterhalb des Ofenpasses bei Tschierv entspringt und in Italien in die Etsch mündet. Was den Fluss so besonders macht: Im Schweizer Teil steht er unter Schutz und darf deshalb nicht zur Stromerzeugung abgeleitet werden. Entsprechend konnte er seine Freiheit bewahren und fliesst wild durchs Tal, vorbei an Flachmooren, über Steilstufen und durch geheimnisvolle Auen. An den natürlichen Ufern blüht das Leben: Auf den Wiesen wachsen Orchideen, Heckenrosen oder Sanddorn, im Wald sind es Erlen und Lärchen. Im Bergfluss findet auch die heimische Bachforelle einen idealen Lebensraum. Der Start der Wanderung befindet sich in Süsom-Tschierv, im Quellgebiet des Bachs. Zuerst auf der linken Flussseite Richtung Tschierv, wird dann der alte Dorfkern Chasuras durchquert. Nach Plaz geht es über die Ebene Palü dals Lias und vorbei an Fuldera. Dem Fluss folgend werden auch Valchava und Sta. Maria erreicht. Der Weg führt nicht direkt in die beiden Dörfer, ein Abstecher lohnt sich dennoch. Beim mittelalterlichen Kloster St. Johann in Müstair endet die Wanderung. Der Besuch im UNESCO-Weltkulturerbe gleicht einer Zeitreise durch 1200 Jahre Kloster-, Kunst- und Baugeschichte. Das Museum bietet zudem Einblicke in das einstige und heutige Leben der Benediktinerinnen in Müstair. Die Wanderung ist einfach zu bewältigen. Sie ist auch für Familien mit Kindern gut machbar. Teile der Strecke – die Ebene zwischen Tschierv und Fuldera sowie in Müstair zwischen Schützenhaus und Schulhaus – eignen sich ebenfalls für Kinderwagen. Es gibt unterwegs viele Rastmöglichkeiten, in Valchava und Müstair zusätzlich Spielplätze mit Feuerstellen direkt am Wasser. Natürlich bieten sich auch Gaststätten in den Dörfern unweit der Route an für eine Pause. Wer die Informationsbroschüre «A la riva dal Rom – ein Fluss schreibt Geschichte» zum Themenweg haben möchte, kann diese in der Gäste-Information oder im Center da Biosfera kostenlos beziehen.",801,https://www.schweizmobil.ch/de/wanderland/route-801
Senda Val Müstair,Ofenpass → Lü,9.0,280.0,Bergwanderweg | technical: medium | fitness: medium,160,1,"«Senda Val Müstair» heisst die herrliche Panoramawanderung auf der Sonnenseite des Tals. Sie beginnt auf dem Ofenpaß (2149 m) und führt auf einem schmalen Fußweg durch den Wald. Nach einer Weile trifft man auf einen Fahrweg, der auf einer Grasebene, der Plaun da l'Aua verläuft. Nach etwa einer Stunde ist die Alp da Munt erreicht. Der Wanderweg verläuft weiter mit schönen Ausblicken ins Tal und auf die gegenüberliegenden, markanten Bergspitzen des Piz Daint und des Piz Dora sowie auf die imposante, schneebedeckte Kuppe des Ortlermassivs bis zur Ebene von Juata mit dem idyllischen Bergseelein Lai da Juata. Hier ist mit etwa 2260 m die höchste Stelle der Wanderung erreicht. Man umrundet den Minschuns - den Skiberg des Münstertales - auf seiner Südseite. Bald beginnt der Abstieg zur 200 Meter tiefer gelegenen Alp Champatsch, deren ursprünglichen Gebäude heute im im Freilichtmuseum Ballenberg stehen. Ein Fahrweg führt weiter nach Lü. An diesem kleinen Ort blühen seltene Orchideen und Heilpflanzen.",802,https://www.schweizmobil.ch/de/wanderland/route-802
Senda Muottas da Schlarigna,Pontresina → St. Moritz (Bad),8.0,560.0,Bergwanderweg | technical: medium | fitness: medium,180,1,Vom Bahnhof Pontresina führt der Weg ansteigend durch lichten Wald mit Arven und Lärchen durchmischt auf das Plateau der Alp Staz. Unerwartet öffnet sich hier eine Lichtung und oft kann auch Wild beobachtet werden. Bei der Wegverzweigung Abstieg Alp Staz befindet sich unterhalb der Bank eine tausendjährige Arve. Ab hier führt der Weg ziemlich steil aufwärts durch den alten Arven- und Lärchenwald auf Muottas da Schlarigna (2305 m ü.M.). Eine prächtige Panoramasicht auf das langgezogene Pontresina mit seinen traditionellen Hotelbauten entschädigt für die Mühen des Aufstiegs. Auch gibt diese Stelle den Blick frei auf den im 2003 oberhalb Pontresina gebauten Schutzdamm. Interessant die einzelnen Dämme und Auffangbecken von oben zu betrachten. Das Bauwerk bietet Schutz gegen Lawinen- und Rüfenniedergang. Ein Stück auf demselben Weg bis zur Baumgrenze und dann die Abzweigung Richtung Alp Staz nehmen. Kurz nach der Abzweigung kommt man an der über 1000-jährigen Arve vorbei. Bei der Alp Staz auf dem Wanderweg bleiben und nach St. Moritz Bad weiter absteigen.,804,https://www.schweizmobil.ch/de/wanderland/route-804
Braunwald-Oberblegisee-Weg,"Braunwald, Grotzenbüel → Luchsingen, Brunnenberg",9.0,220.0,Wanderweg | technical: easy | fitness: medium,150,1,"Die Wanderung startet auf dem Grotzenbüel auf 1559 m Höhe und führt leicht bergab zum kleinen Weiler Unter Stafel. Der gut ausgebaute Weg schlängelt sich über Alpwiesen und lichte Wälder, vorbei an Feuerstellen und gemütlichen Rastplätzen. Der Blick schweift über die im Tal liegenden Dörfer. Darüber erstrecken sich die imposanten Gipfel des Hausstocks, Hanenstocks, Gross Kärpf und Charenstocks. Der Wanderweg mündet schliesslich auf die Alp Bösbächi. Tosend rauscht der Bösbächibach hinunter in Tal, während die Alpschweine die Siesta im Schatten geniessen. Nur wenige Meter weiter entdeckt man das Bächibeizli – eine heimelige Alpwirtschaft, die zum Verweilen einlädt. Nun gilt die es den letzten Abschnitt zum Oberblegisee in Angriff zu nehmen. Langsam kommt man der mächtigen Felswand näher, die See umrahmt. Oben angekommen lohnt es sich, innezuhalten und sich von der Kulisse verzaubern zu lassen. Das Echo hallt laut vom beeindruckenden Glärnisch-Massiv zurück. Die lauschigen Bade- und Picknickplätze am Wasser locken zu einer Pause. Das heisst - Sonne tanken, die Füsse im Gras baumeln lassen oder eine erfrischende Abkühlung im See geniessen. Der durch eine Gletschermoräne entstandene Bergsee fasziniert mit seinem bis heute unerforschten Abfluss. Die wunderbare Alpenflora, der versteckte Abfluss und nicht zuletzt die Sage des Geissers vom Oberblegisee verleihen dem See einen Hauch Mystik. Weiter geht es talabwärts in Richtung Oberblegi-Unterstafel. Nach knapp einer halben Stunde erreicht man das Ziel der Wanderung, die Luftseilbahn Luchsingen-Brunnenberg.",810,https://www.schweizmobil.ch/de/wanderland/route-810
Senda Val Trupchun,"S-chanf, Parc Naziunal (Rundweg)",14.0,600.0,Bergwanderweg | technical: medium | fitness: medium,250,1,"Die Wanderung führt in das Val Trupchun, die Hirscharena der Alpen. Der Schweizerische Nationalpark ist eine streng geschützte Wildnislandschaft, in der sich Tiere und Pflanzen frei entwickeln und natürliche Prozesse ihre Wirkung entfalten können. Die Tour führt ab S–chanf (1662m) vom Parkplatz Prasüras (1677m) auf dem Höhenweg durch coupiertes Gelände mit artenreichem alpinem Mischwald mit Arven, fichten, Lärchen und Bergföhren. Hier leben zahlreiche Murmeltierkolonien. Der abwechslungsreiche Wanderweg führt weiter zum Rastplatz Val Mela. Vom Rastplatz aus können Hirsche, Gämsen und Steinböcke von Auge, aber noch besser mit dem Feldstecher beobachtet werden können. Weiter geht es dann zur Alp Trupchun (2040m) mit Rastplatz/Logenplatz zum Beobachten der Tier- und Pflanzenwelt. Der Rückweg durch das Val Trupchun führt dem rauschenden Bach entlang. Bei der Alp Purcher dokumentieren geologische Strukturen (Verfaltungen) auf eindrückliche Weise die alpine Gebirgsbildung. Der Weg führt vorbei an der Parkhütte Varusch, (mit sonniger Terrasse) zum Ausgangspunkt.",811,https://www.schweizmobil.ch/de/wanderland/route-811
Margunet,Stabelchod (P8) → Il Fuorn,8.0,500.0,Bergwanderweg | technical: medium | fitness: medium,170,1,"Der Weg beginnt mitten in den ausgedehnten Ofenpasswäldern und führt durch ein Wirrwarr von aufrechten, umgestürzten, lebenden und abgestorbenen Bäumen. Das ist typisch Nationalpark. Die Natur wird ganz sich selbst überlassen. Die Tafeln des Naturlehrpfades liefern während der ganzen Wanderung interessante Informationen. Auf der Alp Stabelchod lassen sich oft Murmeltiere beobachten. Nun ansteigend wandert man am künstlichen Horst vorbei, in dem bisher 26 Bartgeier ausgewildert wurden. Alpine Matten mit im Juni prächtiger Alpenflora mit Enzian und Edelweiss führen hinauf nach Margunet. Von hier bietet sich ein überwältigendes Panorama über den halben Nationalpark und die von den Gletschern der letzten Eiszeit geformten Landschaft. Oft können Steinadler und Gämsen, manchmal auch Bartgeier beobachtet werden. Durch die Val dal Botsch geht es vorbei an eindrucksvollen Geröllhalden und Felsformationen zurück zur Passstrasse. Kurz nach der Überquerung des Fuornbaches erreicht man das Hotel Il Fuorn.",812,https://www.schweizmobil.ch/de/wanderland/route-812
Glarus-Rundweg,Glarus (Rundweg),10.0,400.0,Wanderweg | technical: easy | fitness: easy,175,1,"Start- und Zielort dieser Rundwanderung ist der Bahnhof von Glarus. Wer ist dieser Ort, der Strassenkarrees wie sie New York aufweist, sich mit 5990 Einwohnern selbstsicher als Stadt bezeichnet und trotz einer Lage von nur 470 Metern über Meer zu einem typischen Gebirgskanton gehört? Die eindrückliche Industriegeschichte des Glarnerlandes ist mit derjenigen seines Hauptortes eng verbunden. Die Industrie hielt mit dem Bau der ersten Zeugdruckerei 1740 Einzug ins Tal. Der erste Streik in der Schweiz fand hier statt Glarus wuchs explosionsartig. 1859 erreichte die Eisenbahn Glarus. Von 1800 bis zum Brand 1861 verdoppelte sich seine Einwohnerzahl, sodass die Glarner Behörden ans Bauen gewohnt waren, als ein Grossteil des alten Fleckens in Schutt und Asche lag. Das neue Glarus zeigte sich nach dem Wiederaufbau deutlicher denn je als Kantonshauptort, als Industrie- und Verwaltungszentrum. Auf dem Zaunplatz, Standort der jedes Jahr durchgeführten Landsgemeinde, wurde und wird Sozialgeschichte geschrieben. Heute ist Glarus ein Dienstleistungszentrum mit einem Angebot, das alle Wünsche zu befriedigen vermag. All das bisherige und Neu sieht das gewiffte Auge zuerst in der Stadt selber und dann von oben und weit weg. Ein wichtiger Produktionsstandort vor den Toren Zürichs breitet sich links und rechts von der Linth aus. Nebst der wieder erstarkenden Textil- und Papierindustrie sind auf engstem Raum mehrere prominente Vertreter der Kunststoffindustrie, der Maschinen-, Werkzeug- und Metallindustrie und der Elektroindustrie. Naturnahe, unberührte Landschaften wechseln die wohnlichen Ortschaften Ennenda und Mitlödi mit der kleinsten Hauptstadt der Schweiz ab: Die unzähligen schönen Seiten vom Kanton Glarus sind da herrlich erlebbar. Ein Kanton, der trotz seiner Kleinheit im Lauf der Jahre viele soziale und staatliche Leistungen erschaffen hat.",815,https://www.schweizmobil.ch/de/wanderland/route-815
Braunwald Panoramaweg,Braunwald (Grotzenbüel) (Rundweg),9.0,480.0,Bergwanderweg | technical: medium | fitness: medium,170,1,"Der Blick über den südlichen Teil des Glarnerlandes mit seinen charakteristischen Bergen Ortstock und Tödi beeindruckt immer wieder von neuem. Vom Grotzenbüel führt der leicht ansteigenden Weg in ca. 55. Min. zum Chnügrat, wo Sie ein herrlicher Blick auf den Oberblegisee und die Glarner Alpen erwartet. Vom Chnügrat wandern Sie in ca. 20 Min. zum gleich hoch gelegenen Seblengrat. Dort geht’s durch die Erlebnisgalerie weiter auf den Gumen. Der Gumen bietet nicht nur ein atemberaubendes Panorama auf die Berge Tödi und Ortstock, sondern auch eine Vielfalt an Pflanzen. Wenn Sie Glück haben, erblicken Sie sogar eines der vielen Murmeltiere.Via Ortstockhaus führt der Weg leicht abfallend zurück bis auf den Grotzenbüel. Ob bei Kaffee oder Kuchen in den Bergrestaurants oder beim Bräteln an einer der offenen Feuerstellen oder bei einem Abstecher ins Märchenreich des Zwäärg Baartli, die Panoramawanderung lädt an verschiedenen Stellen zum Verweilen ein.",816,https://www.schweizmobil.ch/de/wanderland/route-816
Kerenzerberg Römerweg,Näfels → Mühlehorn,13.0,620.0,Wanderweg | technical: easy | fitness: medium,240,1,"Zwischen stotzigen Berghängen liegt Näfels, wo der Römerweg beim Bahnhof startet. Über die Obere Linthbrücke führt er ins benachbarte Mollis, das ein Dorfbild von nationaler Bedeutung besitzt. In den verwinkelten Gassen treffen Arbeiterhäuser auf prächtige Herrensitze mit grosszügigen Gartenanlagen und repräsentative historische Bauten. In moderater Steigung geht es anschliessend den Trockenmauern entlang bis zum Weiler Beglingen. Ein Blick nach Süden und Westen zeigt die steilen Bergflanken des Glärnischmassivs. Imposant auch: der Rautispitz, Hausberg von Näfels, sowie der Netstaler Hausberg Wiggis. Gegen Norden öffnet sich das Tal und gibt die Sicht auf die Linthebene frei. Durch den verwunschenen Britterwald steigt die Route weiter entlang des römischen Saum- und Karrweges bis zur Ruine der römischen Warte. Das Hotel Römerturm lädt nach dem Aufstieg ein zu einer Pause bei bester Aussicht auf Churfirsten und Walensee. Jetzt folgt Genusswandern auf dem Höhenweg: Entlang von Trockenmauern und idyllischen Wiesen führt der Römerweg über das Hochplateau durch Filzbach und via Reutegg nach Obstalden. Auf diesem Abschnitt weiter bis Walenguflen geniessen Wandernde ein herrliches Panorama mit Walensee und Churfirstenkette, während rechts das Mürtschenmassiv emporragt. Ein weiterer Höhepunkt der Tour wartet bei der charmanten Sägenbrücke. Sie quert den Meerenbach und leitet den Abstieg Richtung Mühlehorn ein. Dem Landesfussweg folgend gelangt man durch das Vortobel hinunter zum Bahnhof Mühlehorn am Südufer des Sees.",820,https://www.schweizmobil.ch/de/wanderland/route-820
